Sketchy Core [<a href="https://gigaom.com/2013/10/07/soundcloud-open-sources-sketchy-to-help-other-big-web-firms-fight-spammy-behavior/">GigaOm Article</a>],https://github.com/soundcloud/sketchy-core
Streaming Parallel Decision Tree,https://github.com/soundcloud/spdt
Alyssa,https://github.com/mweiden/alyssa
MinimalPerfectHashes.jl,https://github.com/soundcloud/MinimalPerfectHashes.jl
